File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF798WGM	tsv	tsv		gene quantifications	GRCh38	ENCSR000CUN	total RNA-seq	/human-donors/ENCDO131AAA/	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF299ZKO/, /files/ENCFF285DRD/	10899266	ENCODE Processing Pipeline	48aa5afd31a58cd92d62626ee913e058		https://www.encodeproject.org/files/ENCFF798WGM/@@download/ENCFF798WGM.tsv	V29			released	s3://encode-public/2021/04/17/b0d087f6-c3d9-4a34-be55-8988c7b42e7b/ENCFF798WGM.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/b0d087f6-c3d9-4a34-be55-8988c7b42e7b/ENCFF798WGM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF096YBH	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR000CUN	total RNA-seq	/human-donors/ENCDO131AAA/	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF512OQU/	259622637	ENCODE Processing Pipeline	34fd7c9a9bad25fcdd5980fed7a0e832		https://www.encodeproject.org/files/ENCFF096YBH/@@download/ENCFF096YBH.bigWig	V29			released	s3://encode-public/2021/04/17/2d828fa4-d146-4d88-a474-92dd9a910c2f/ENCFF096YBH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/2d828fa4-d146-4d88-a474-92dd9a910c2f/ENCFF096YBH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF109CHD	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR000CUP	total RNA-seq	/human-donors/ENCDO140AAA/	CL:0002577	placental epithelial cell	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	2	2_1							/files/ENCFF575CLY/, /files/GRCh38_EBV.chrom.sizes/	197231414	ENCODE Processing Pipeline	1311c42a1344aca702a644574759959d		https://www.encodeproject.org/files/ENCFF109CHD/@@download/ENCFF109CHD.bigWig	V29			released	s3://encode-public/2021/04/17/e9d1ffeb-2596-45b2-8de9-1935ea73db63/ENCFF109CHD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/e9d1ffeb-2596-45b2-8de9-1935ea73db63/ENCFF109CHD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF215MBM	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR000CUP	total RNA-seq	/human-donors/ENCDO140AAA/	CL:0002577	placental epithelial cell	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	2	2_1							/files/ENCFF575CLY/, /files/GRCh38_EBV.chrom.sizes/	205538107	ENCODE Processing Pipeline	4a9083820a718d37e191ea0d53667b6f		https://www.encodeproject.org/files/ENCFF215MBM/@@download/ENCFF215MBM.bigWig	V29			released	s3://encode-public/2021/04/17/a9fd2add-a97b-4d08-af70-40f6ca730961/ENCFF215MBM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/a9fd2add-a97b-4d08-af70-40f6ca730961/ENCFF215MBM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF617KGY	tsv	tsv		gene quantifications	GRCh38	ENCSR000CUP	total RNA-seq	/human-donors/ENCDO140AAA/	CL:0002577	placental epithelial cell	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	2	2_1							/files/ENCFF862LLU/, /files/ENCFF285DRD/	10926658	ENCODE Processing Pipeline	0b5fd8f43230d2923a56a476af65c138		https://www.encodeproject.org/files/ENCFF617KGY/@@download/ENCFF617KGY.tsv	V29			released	s3://encode-public/2021/04/17/096c96f5-d843-45ab-a6c8-62449b1f11ee/ENCFF617KGY.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/096c96f5-d843-45ab-a6c8-62449b1f11ee/ENCFF617KGY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF973GEQ	tsv	tsv		gene quantifications	GRCh38	ENCSR040YBR	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/ENCFF271YRF/, /files/ENCFF285DRD/	10925000	ENCODE Processing Pipeline	24f03d921da0db6ee5f0d891e7ba177e		https://www.encodeproject.org/files/ENCFF973GEQ/@@download/ENCFF973GEQ.tsv	V29			released	s3://encode-public/2021/04/17/6ab82d29-8b50-415e-ad42-c939c6245fc2/ENCFF973GEQ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/6ab82d29-8b50-415e-ad42-c939c6245fc2/ENCFF973GEQ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth	missing spikeins	
ENCFF191OGW	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR040YBR	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF744YBC/	138496877	ENCODE Processing Pipeline	db1f77d9242a1d70c5b04fd6567aaa24		https://www.encodeproject.org/files/ENCFF191OGW/@@download/ENCFF191OGW.bigWig	V29			released	s3://encode-public/2021/04/17/1b8582df-84e2-4e48-9b22-1786a70f5296/ENCFF191OGW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/1b8582df-84e2-4e48-9b22-1786a70f5296/ENCFF191OGW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth	missing spikeins	
ENCFF414HIB	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR040YBR	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF744YBC/	135768937	ENCODE Processing Pipeline	df597103a86565b4c94c778c374bb708		https://www.encodeproject.org/files/ENCFF414HIB/@@download/ENCFF414HIB.bigWig	V29			released	s3://encode-public/2021/04/17/25467dc5-9550-48bb-a6fe-f05d741547f1/ENCFF414HIB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/25467dc5-9550-48bb-a6fe-f05d741547f1/ENCFF414HIB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth	missing spikeins	
ENCFF972PUG	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR000CUK	total RNA-seq	/human-donors/ENCDO127AAA/	CL:0002545	thoracic aorta endothelial cell	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF266XOR/, /files/GRCh38_EBV.chrom.sizes/	392365841	ENCODE Processing Pipeline	849f0d139ac37378d04dc5a580eeb5f1		https://www.encodeproject.org/files/ENCFF972PUG/@@download/ENCFF972PUG.bigWig	V29			released	s3://encode-public/2021/04/17/9ea740c4-0d1b-467a-8474-38010dcba2b3/ENCFF972PUG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/9ea740c4-0d1b-467a-8474-38010dcba2b3/ENCFF972PUG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF805HMR	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR000CUK	total RNA-seq	/human-donors/ENCDO127AAA/	CL:0002545	thoracic aorta endothelial cell	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF266XOR/, /files/GRCh38_EBV.chrom.sizes/	399233056	ENCODE Processing Pipeline	ffaffc81170543f37c56cee7391bfa61		https://www.encodeproject.org/files/ENCFF805HMR/@@download/ENCFF805HMR.bigWig	V29			released	s3://encode-public/2021/04/17/32b9efca-1626-4d84-a2ca-06679bf7b0dc/ENCFF805HMR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/32b9efca-1626-4d84-a2ca-06679bf7b0dc/ENCFF805HMR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF298MLY	tsv	tsv		gene quantifications	GRCh38	ENCSR000CUK	total RNA-seq	/human-donors/ENCDO127AAA/	CL:0002545	thoracic aorta endothelial cell	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF285DRD/, /files/ENCFF261ELU/	10876608	ENCODE Processing Pipeline	102e942d5e1af25024c1781d1d2ce2c4		https://www.encodeproject.org/files/ENCFF298MLY/@@download/ENCFF298MLY.tsv	V29			released	s3://encode-public/2021/04/17/1230d4a2-44e1-4dd7-83f8-08fe1f1af008/ENCFF298MLY.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/1230d4a2-44e1-4dd7-83f8-08fe1f1af008/ENCFF298MLY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF145JTR	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR038WEK	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF688ANY/	64593752	ENCODE Processing Pipeline	8a7ef34fda7d666e70fa03215ca066ef		https://www.encodeproject.org/files/ENCFF145JTR/@@download/ENCFF145JTR.bigWig	V29			released	s3://encode-public/2021/04/17/3b137c8d-7d4c-47fd-8ba9-eaf5cea30b0a/ENCFF145JTR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/3b137c8d-7d4c-47fd-8ba9-eaf5cea30b0a/ENCFF145JTR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth	missing spikeins	
ENCFF717PSW	tsv	tsv		gene quantifications	GRCh38	ENCSR038WEK	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/ENCFF285DRD/, /files/ENCFF332NTU/	11009135	ENCODE Processing Pipeline	27337491baa2946a7c223ff1a3c9b1ac		https://www.encodeproject.org/files/ENCFF717PSW/@@download/ENCFF717PSW.tsv	V29			released	s3://encode-public/2021/04/17/7a4fef8a-9359-446c-95c6-1dcc0741b635/ENCFF717PSW.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/7a4fef8a-9359-446c-95c6-1dcc0741b635/ENCFF717PSW.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth	missing spikeins	
ENCFF567DZZ	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR038WEK	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF688ANY/	65903110	ENCODE Processing Pipeline	6fd3a5acb26d50e84f6e01f7c170fe12		https://www.encodeproject.org/files/ENCFF567DZZ/@@download/ENCFF567DZZ.bigWig	V29			released	s3://encode-public/2021/04/17/18edb188-1bb1-49ad-8fcd-352a35953b7c/ENCFF567DZZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/18edb188-1bb1-49ad-8fcd-352a35953b7c/ENCFF567DZZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth	missing spikeins	
ENCFF238RKO	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR696YIB	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/ENCFF039CHC/, /files/GRCh38_EBV.chrom.sizes/	78853478	ENCODE Processing Pipeline	4c745077cc97bd7552ed7311c495de12		https://www.encodeproject.org/files/ENCFF238RKO/@@download/ENCFF238RKO.bigWig	V29			released	s3://encode-public/2021/04/17/54da3bb4-d14c-4bdb-b3ab-484eaeb3e9f5/ENCFF238RKO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/54da3bb4-d14c-4bdb-b3ab-484eaeb3e9f5/ENCFF238RKO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth	missing spikeins	
ENCFF296ZTM	tsv	tsv		gene quantifications	GRCh38	ENCSR696YIB	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/ENCFF285DRD/, /files/ENCFF946KKA/	10938846	ENCODE Processing Pipeline	1ab53492ecf07663d43edc7ef8ed8a66		https://www.encodeproject.org/files/ENCFF296ZTM/@@download/ENCFF296ZTM.tsv	V29			released	s3://encode-public/2021/04/17/51e91e77-1ced-41d2-8759-4d3a0a29c809/ENCFF296ZTM.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/51e91e77-1ced-41d2-8759-4d3a0a29c809/ENCFF296ZTM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth	missing spikeins	
ENCFF364NDB	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR696YIB	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/ENCFF039CHC/, /files/GRCh38_EBV.chrom.sizes/	80751888	ENCODE Processing Pipeline	b3ec3bd61cdac0798f80ffce3761f2fc		https://www.encodeproject.org/files/ENCFF364NDB/@@download/ENCFF364NDB.bigWig	V29			released	s3://encode-public/2021/04/17/77eae333-5d65-4503-b512-242c9965dd00/ENCFF364NDB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/77eae333-5d65-4503-b512-242c9965dd00/ENCFF364NDB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth	missing spikeins	
ENCFF542MOX	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR000CUM	total RNA-seq	/human-donors/ENCDO142AAA/	CL:0002583	subcutaneous preadipocyte	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	2	2_1							/files/ENCFF724SPJ/, /files/GRCh38_EBV.chrom.sizes/	181401516	ENCODE Processing Pipeline	32a8a482b0935e8837cb2c38406535ca		https://www.encodeproject.org/files/ENCFF542MOX/@@download/ENCFF542MOX.bigWig	V29			released	s3://encode-public/2021/04/17/53d13f71-753a-4b08-a587-67f06d440075/ENCFF542MOX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/53d13f71-753a-4b08-a587-67f06d440075/ENCFF542MOX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF384GJR	tsv	tsv		gene quantifications	GRCh38	ENCSR000CUM	total RNA-seq	/human-donors/ENCDO142AAA/	CL:0002583	subcutaneous preadipocyte	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	2	2_1							/files/ENCFF285DRD/, /files/ENCFF225FEP/	10912466	ENCODE Processing Pipeline	71aca286d82b548cc430212bf9a8036c		https://www.encodeproject.org/files/ENCFF384GJR/@@download/ENCFF384GJR.tsv	V29			released	s3://encode-public/2021/04/17/0fd9ad52-c2e3-43bf-9ea2-31cc75d80494/ENCFF384GJR.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/0fd9ad52-c2e3-43bf-9ea2-31cc75d80494/ENCFF384GJR.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF829TJE	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR000CUM	total RNA-seq	/human-donors/ENCDO142AAA/	CL:0002583	subcutaneous preadipocyte	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	2	2_1							/files/ENCFF724SPJ/, /files/GRCh38_EBV.chrom.sizes/	174947188	ENCODE Processing Pipeline	9cedf0c21bd0b0e2c2615d5ed3d3eff9		https://www.encodeproject.org/files/ENCFF829TJE/@@download/ENCFF829TJE.bigWig	V29			released	s3://encode-public/2021/04/17/24bff7dd-7f59-45ce-872e-67d068ba3baf/ENCFF829TJE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/24bff7dd-7f59-45ce-872e-67d068ba3baf/ENCFF829TJE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF649CUP	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR000CUL	total RNA-seq	/human-donors/ENCDO121AAA/	CL:0002558	fibroblast of villous mesenchyme	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF999JNH/, /files/GRCh38_EBV.chrom.sizes/	246894141	ENCODE Processing Pipeline	195bd26d7a1fcec8848ecd2600ab7d54		https://www.encodeproject.org/files/ENCFF649CUP/@@download/ENCFF649CUP.bigWig	V29			released	s3://encode-public/2021/04/17/1891cddb-210b-487b-9d6f-be272b2129b7/ENCFF649CUP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/1891cddb-210b-487b-9d6f-be272b2129b7/ENCFF649CUP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF464NDX	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR000CUL	total RNA-seq	/human-donors/ENCDO121AAA/	CL:0002558	fibroblast of villous mesenchyme	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF999JNH/, /files/GRCh38_EBV.chrom.sizes/	234188412	ENCODE Processing Pipeline	c08a0b986076afce233e3357fa07f53f		https://www.encodeproject.org/files/ENCFF464NDX/@@download/ENCFF464NDX.bigWig	V29			released	s3://encode-public/2021/04/17/74878658-60d2-4aae-a131-6ee0fd10b468/ENCFF464NDX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/74878658-60d2-4aae-a131-6ee0fd10b468/ENCFF464NDX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF662ADI	tsv	tsv		gene quantifications	GRCh38	ENCSR000CUL	total RNA-seq	/human-donors/ENCDO121AAA/	CL:0002558	fibroblast of villous mesenchyme	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF285DRD/, /files/ENCFF081GRR/	10929201	ENCODE Processing Pipeline	6d5dcfe6f49ca6fbbca7999aa7150f69		https://www.encodeproject.org/files/ENCFF662ADI/@@download/ENCFF662ADI.tsv	V29			released	s3://encode-public/2021/04/17/633eda31-251a-4114-b187-c2f23abec6cd/ENCFF662ADI.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/633eda31-251a-4114-b187-c2f23abec6cd/ENCFF662ADI.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF343FWG	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR000CUH	total RNA-seq	/human-donors/ENCDO120AAA/	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF376KFP/, /files/GRCh38_EBV.chrom.sizes/	361900972	ENCODE Processing Pipeline	f7acc8d735ada9ee5268eb7e63ed3d7b		https://www.encodeproject.org/files/ENCFF343FWG/@@download/ENCFF343FWG.bigWig	V29			released	s3://encode-public/2021/04/17/77468c90-a4a0-4a68-8909-b443f8edb603/ENCFF343FWG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/77468c90-a4a0-4a68-8909-b443f8edb603/ENCFF343FWG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF936MHT	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR000CUH	total RNA-seq	/human-donors/ENCDO120AAA/	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF376KFP/, /files/GRCh38_EBV.chrom.sizes/	344656567	ENCODE Processing Pipeline	c1eceb4daf096df4d6278ec362f13731		https://www.encodeproject.org/files/ENCFF936MHT/@@download/ENCFF936MHT.bigWig	V29			released	s3://encode-public/2021/04/17/e104bde5-ff76-4738-a6d1-93ee095be9d1/ENCFF936MHT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/e104bde5-ff76-4738-a6d1-93ee095be9d1/ENCFF936MHT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF368UEC	tsv	tsv		gene quantifications	GRCh38	ENCSR000CUH	total RNA-seq	/human-donors/ENCDO120AAA/	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens											RNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF637UDW/, /files/ENCFF285DRD/	10879500	ENCODE Processing Pipeline	25d020332f9ff27000f9b6d5d368cf45		https://www.encodeproject.org/files/ENCFF368UEC/@@download/ENCFF368UEC.tsv	V29			released	s3://encode-public/2021/04/17/a19f6462-1507-4756-92c3-3b926be0c302/ENCFF368UEC.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/17/a19f6462-1507-4756-92c3-3b926be0c302/ENCFF368UEC.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF118EHF	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR733DBA	total RNA-seq	/human-donors/ENCDO473TSU/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1							/files/ENCFF934UBB/, /files/GRCh38_EBV.chrom.sizes/	144782511	ENCODE Processing Pipeline	921d784f25c11a6cebd02329a771fa4f		https://www.encodeproject.org/files/ENCFF118EHF/@@download/ENCFF118EHF.bigWig	V29			released	s3://encode-public/2022/05/13/e184707a-1cb7-44f8-a6f4-cbc7d439e99f/ENCFF118EHF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/e184707a-1cb7-44f8-a6f4-cbc7d439e99f/ENCFF118EHF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
