File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF281OSY	tsv	tsv		gene quantifications	mm10	ENCSR576HNP	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus											RNA					reverse	2021-06-17	ENCODE				1	1_1							/files/ENCFF148AVV/, /files/ENCFF363TFV/	11887036	ENCODE Processing Pipeline	d192ff0bf8aee1cb566a7ff367812d0d		https://www.encodeproject.org/files/ENCFF281OSY/@@download/ENCFF281OSY.tsv	M21			released	s3://encode-public/2021/05/24/18870582-da94-4de6-bd86-7666ea339e34/ENCFF281OSY.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/18870582-da94-4de6-bd86-7666ea339e34/ENCFF281OSY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF245CJN	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR484UKA	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF681EGX/	85819628	ENCODE Processing Pipeline	d7b061f39092c2e1365cf789fceefe0d		https://www.encodeproject.org/files/ENCFF245CJN/@@download/ENCFF245CJN.bigWig	M21			released	s3://encode-public/2021/07/21/1fe8eef5-47dd-4d22-9894-8e0046bb8735/ENCFF245CJN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/1fe8eef5-47dd-4d22-9894-8e0046bb8735/ENCFF245CJN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF195TGW	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR484UKA	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF681EGX/	84570126	ENCODE Processing Pipeline	d3bdc506453a58e66ec0c57d79f727ba		https://www.encodeproject.org/files/ENCFF195TGW/@@download/ENCFF195TGW.bigWig	M21			released	s3://encode-public/2021/07/21/05970cc4-b582-45e8-bb7c-33a891fadf0a/ENCFF195TGW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/05970cc4-b582-45e8-bb7c-33a891fadf0a/ENCFF195TGW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF198NLL	tsv	tsv		gene quantifications	mm10	ENCSR484UKA	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/ENCFF363TFV/, /files/ENCFF701MWI/	11893798	ENCODE Processing Pipeline	db667a41d225386a01a829576c263c17		https://www.encodeproject.org/files/ENCFF198NLL/@@download/ENCFF198NLL.tsv	M21			released	s3://encode-public/2021/07/21/3dae314e-ad56-46ae-be14-6e7408c04891/ENCFF198NLL.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/3dae314e-ad56-46ae-be14-6e7408c04891/ENCFF198NLL.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF048MEP	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR548BTE	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus											RNA					reverse	2021-06-17	ENCODE				2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF763ZLV/	130310273	ENCODE Processing Pipeline	132f0161457cccbd065a831d969daf71		https://www.encodeproject.org/files/ENCFF048MEP/@@download/ENCFF048MEP.bigWig	M21			released	s3://encode-public/2021/05/24/68e64705-0f61-4995-ba7f-15ac7935a033/ENCFF048MEP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/68e64705-0f61-4995-ba7f-15ac7935a033/ENCFF048MEP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF314VBP	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR548BTE	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus											RNA					reverse	2021-06-17	ENCODE				2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF763ZLV/	128476610	ENCODE Processing Pipeline	76b816c00cb66a52ea79da9bfcca1d0f		https://www.encodeproject.org/files/ENCFF314VBP/@@download/ENCFF314VBP.bigWig	M21			released	s3://encode-public/2021/05/24/6f123aee-f6eb-456b-bba3-b5286f290692/ENCFF314VBP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/6f123aee-f6eb-456b-bba3-b5286f290692/ENCFF314VBP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF882GIL	tsv	tsv		gene quantifications	mm10	ENCSR548BTE	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus											RNA					reverse	2021-06-17	ENCODE				2	2_1							/files/ENCFF247TYE/, /files/ENCFF363TFV/	11878188	ENCODE Processing Pipeline	3b788eff237061cefc0cb285b7f34c84		https://www.encodeproject.org/files/ENCFF882GIL/@@download/ENCFF882GIL.tsv	M21			released	s3://encode-public/2021/05/24/bc92851c-2efa-479f-ac3e-cb98e45c6910/ENCFF882GIL.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/bc92851c-2efa-479f-ac3e-cb98e45c6910/ENCFF882GIL.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF924VOF	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR219ZXZ	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF697STB/, /files/mm10_no_alt.chrom.sizes/	135130575	ENCODE Processing Pipeline	981b14804dea3dc2b2c371b2d6a59ed0		https://www.encodeproject.org/files/ENCFF924VOF/@@download/ENCFF924VOF.bigWig	M21			released	s3://encode-public/2021/07/21/781854b1-1735-4c53-bd44-7db9a45fc360/ENCFF924VOF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/781854b1-1735-4c53-bd44-7db9a45fc360/ENCFF924VOF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF806DOB	tsv	tsv		gene quantifications	mm10	ENCSR219ZXZ	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF023NZH/, /files/ENCFF363TFV/	11879963	ENCODE Processing Pipeline	cc928c21139e5173fa7268e145998810		https://www.encodeproject.org/files/ENCFF806DOB/@@download/ENCFF806DOB.tsv	M21			released	s3://encode-public/2021/07/21/cdf1d028-d8ff-46aa-b683-efe9046bb203/ENCFF806DOB.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/cdf1d028-d8ff-46aa-b683-efe9046bb203/ENCFF806DOB.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF938XEJ	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR219ZXZ	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF697STB/, /files/mm10_no_alt.chrom.sizes/	135565031	ENCODE Processing Pipeline	692935ca500d825761a7dcbb4373775c		https://www.encodeproject.org/files/ENCFF938XEJ/@@download/ENCFF938XEJ.bigWig	M21			released	s3://encode-public/2021/07/21/d1458a7b-63e5-4e62-a4fd-2b08de3ef6a7/ENCFF938XEJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/d1458a7b-63e5-4e62-a4fd-2b08de3ef6a7/ENCFF938XEJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF339ZSH	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR946YUY	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF531HRD/	106754178	ENCODE Processing Pipeline	f7fd385bf6b7324a46dc456a14d54b3f		https://www.encodeproject.org/files/ENCFF339ZSH/@@download/ENCFF339ZSH.bigWig	M21			released	s3://encode-public/2021/07/20/94597eec-400c-4bb1-89cd-34a555c40a89/ENCFF339ZSH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/20/94597eec-400c-4bb1-89cd-34a555c40a89/ENCFF339ZSH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF512QYJ	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR946YUY	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF531HRD/	107250182	ENCODE Processing Pipeline	d596292fa744d08b14520f2dafc447d4		https://www.encodeproject.org/files/ENCFF512QYJ/@@download/ENCFF512QYJ.bigWig	M21			released	s3://encode-public/2021/07/20/7b5a55b9-4cf9-46b4-94d3-eea0e53501fb/ENCFF512QYJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/20/7b5a55b9-4cf9-46b4-94d3-eea0e53501fb/ENCFF512QYJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF031XSD	tsv	tsv		gene quantifications	mm10	ENCSR946YUY	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF363TFV/, /files/ENCFF008NBE/	11886082	ENCODE Processing Pipeline	9f0f6cb0b1942ab7c4f4ff66582d222d		https://www.encodeproject.org/files/ENCFF031XSD/@@download/ENCFF031XSD.tsv	M21			released	s3://encode-public/2021/07/20/82831014-6a00-45dc-b795-fd74e342a10c/ENCFF031XSD.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/20/82831014-6a00-45dc-b795-fd74e342a10c/ENCFF031XSD.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF685MPV	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR767PMR	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF669KEO/, /files/mm10_no_alt.chrom.sizes/	84703305	ENCODE Processing Pipeline	a36860bffedb4bf3f74a0861e099ce5a		https://www.encodeproject.org/files/ENCFF685MPV/@@download/ENCFF685MPV.bigWig	M21			released	s3://encode-public/2021/07/21/b0ffa90d-fc3b-49d8-82fe-f643c308353b/ENCFF685MPV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/b0ffa90d-fc3b-49d8-82fe-f643c308353b/ENCFF685MPV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF938LYK	tsv	tsv		gene quantifications	mm10	ENCSR767PMR	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF386PIL/, /files/ENCFF363TFV/	11900969	ENCODE Processing Pipeline	1f73397f6af4cc4f0585e3bf8aa15b91		https://www.encodeproject.org/files/ENCFF938LYK/@@download/ENCFF938LYK.tsv	M21			released	s3://encode-public/2021/07/21/b1f09989-4ffe-4c74-9013-cf533ead1ff0/ENCFF938LYK.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/b1f09989-4ffe-4c74-9013-cf533ead1ff0/ENCFF938LYK.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF417HJF	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR767PMR	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF669KEO/, /files/mm10_no_alt.chrom.sizes/	84680709	ENCODE Processing Pipeline	49d7f25a379e3d064220a7c89adb92e6		https://www.encodeproject.org/files/ENCFF417HJF/@@download/ENCFF417HJF.bigWig	M21			released	s3://encode-public/2021/07/21/297ca347-a4b2-4608-aae6-b6ae260772b2/ENCFF417HJF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/297ca347-a4b2-4608-aae6-b6ae260772b2/ENCFF417HJF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF056ZOQ	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR321WYK	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/ENCFF035HTU/, /files/mm10_no_alt.chrom.sizes/	124217742	ENCODE Processing Pipeline	5b8176e648a8845609c78169d3f7ed83		https://www.encodeproject.org/files/ENCFF056ZOQ/@@download/ENCFF056ZOQ.bigWig	M21			released	s3://encode-public/2021/07/21/3e8943c3-a47f-489a-9a4c-29cc0b37b4aa/ENCFF056ZOQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/3e8943c3-a47f-489a-9a4c-29cc0b37b4aa/ENCFF056ZOQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF429GAO	tsv	tsv		gene quantifications	mm10	ENCSR321WYK	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/ENCFF363TFV/, /files/ENCFF566FKB/	11877172	ENCODE Processing Pipeline	7354ab28dcad09d328216a08bd1fee77		https://www.encodeproject.org/files/ENCFF429GAO/@@download/ENCFF429GAO.tsv	M21			released	s3://encode-public/2021/07/21/e4fc9972-817e-4efc-8826-597a4346d044/ENCFF429GAO.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/e4fc9972-817e-4efc-8826-597a4346d044/ENCFF429GAO.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF892KOW	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR321WYK	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/ENCFF035HTU/, /files/mm10_no_alt.chrom.sizes/	126664372	ENCODE Processing Pipeline	ddbbf816118b5f479b1eb948afb03da4		https://www.encodeproject.org/files/ENCFF892KOW/@@download/ENCFF892KOW.bigWig	M21			released	s3://encode-public/2021/07/21/fffcace1-759a-4828-b404-8d67a9b1e911/ENCFF892KOW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/fffcace1-759a-4828-b404-8d67a9b1e911/ENCFF892KOW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF970MSL	tsv	tsv		gene quantifications	mm10	ENCSR516DAX	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/ENCFF264WGK/, /files/ENCFF363TFV/	11878173	ENCODE Processing Pipeline	0ec7c3cf3abd5763331be800350821c5		https://www.encodeproject.org/files/ENCFF970MSL/@@download/ENCFF970MSL.tsv	M21			released	s3://encode-public/2021/07/21/f4492924-315f-49ed-8ffd-2599b483187c/ENCFF970MSL.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/f4492924-315f-49ed-8ffd-2599b483187c/ENCFF970MSL.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF390DLM	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR516DAX	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF276ZLR/	126657851	ENCODE Processing Pipeline	db3e103c6a742b7608602ec2aaa8d94f		https://www.encodeproject.org/files/ENCFF390DLM/@@download/ENCFF390DLM.bigWig	M21			released	s3://encode-public/2021/07/21/e44346eb-5460-4306-b6ef-1398f074f032/ENCFF390DLM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/e44346eb-5460-4306-b6ef-1398f074f032/ENCFF390DLM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF846BUP	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR516DAX	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF276ZLR/	124402132	ENCODE Processing Pipeline	43e7a0b2348a906bb8ad09b2b5fdc8c2		https://www.encodeproject.org/files/ENCFF846BUP/@@download/ENCFF846BUP.bigWig	M21			released	s3://encode-public/2021/07/21/64256ff9-3221-4ede-ad47-cac3a1cb80bf/ENCFF846BUP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/64256ff9-3221-4ede-ad47-cac3a1cb80bf/ENCFF846BUP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF667BNZ	tsv	tsv		gene quantifications	mm10	ENCSR702MVT	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF680NCT/, /files/ENCFF363TFV/	11878367	ENCODE Processing Pipeline	afe1bda0e578a302e86d5a3908ad147b		https://www.encodeproject.org/files/ENCFF667BNZ/@@download/ENCFF667BNZ.tsv	M21			released	s3://encode-public/2021/07/21/535317cb-b847-4a87-8f91-1b0b7446ab95/ENCFF667BNZ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/535317cb-b847-4a87-8f91-1b0b7446ab95/ENCFF667BNZ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF776NYO	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR702MVT	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF392SCF/, /files/mm10_no_alt.chrom.sizes/	124906481	ENCODE Processing Pipeline	7c319336e03820f7813b8c6ea706972b		https://www.encodeproject.org/files/ENCFF776NYO/@@download/ENCFF776NYO.bigWig	M21			released	s3://encode-public/2021/07/21/02b6c2ed-2062-4a90-9941-33d7d66af820/ENCFF776NYO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/02b6c2ed-2062-4a90-9941-33d7d66af820/ENCFF776NYO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF611UTZ	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR702MVT	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF392SCF/, /files/mm10_no_alt.chrom.sizes/	125489552	ENCODE Processing Pipeline	c5e77ac56317e05ca4be8a5b1e1b6d08		https://www.encodeproject.org/files/ENCFF611UTZ/@@download/ENCFF611UTZ.bigWig	M21			released	s3://encode-public/2021/07/21/cca7e915-4124-47fe-a017-6d58174abf7d/ENCFF611UTZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/cca7e915-4124-47fe-a017-6d58174abf7d/ENCFF611UTZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF390YTK	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR173MHB	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											RNA					reverse	2022-11-09	ENCODE				1	1_1							/files/ENCFF991ISJ/, /files/mm10_no_alt.chrom.sizes/	76645373	ENCODE Processing Pipeline	ed8e72349c0bce1afffbf8d2e8256882		https://www.encodeproject.org/files/ENCFF390YTK/@@download/ENCFF390YTK.bigWig	M21			released	s3://encode-public/2022/11/03/5467d15f-81bf-494e-a23a-4bd218b0e869/ENCFF390YTK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/03/5467d15f-81bf-494e-a23a-4bd218b0e869/ENCFF390YTK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF122BJN	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR173MHB	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											RNA					reverse	2022-11-09	ENCODE				1	1_1							/files/ENCFF991ISJ/, /files/mm10_no_alt.chrom.sizes/	78721102	ENCODE Processing Pipeline	d08650e2f5ceef0b4a0d7d013ebc5031		https://www.encodeproject.org/files/ENCFF122BJN/@@download/ENCFF122BJN.bigWig	M21			released	s3://encode-public/2022/11/03/6fce09bd-0277-478c-9680-1d5302810d0e/ENCFF122BJN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/03/6fce09bd-0277-478c-9680-1d5302810d0e/ENCFF122BJN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF941XXI	tsv	tsv		gene quantifications	mm10	ENCSR173MHB	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											RNA					reverse	2022-11-09	ENCODE				1	1_1							/files/ENCFF363TFV/, /files/ENCFF196SOS/	11902129	ENCODE Processing Pipeline	700844231ab373b939547d90f7b6fcb5		https://www.encodeproject.org/files/ENCFF941XXI/@@download/ENCFF941XXI.tsv	M21			released	s3://encode-public/2022/11/03/ba74aefe-7c82-4dd5-aa70-c58d728ace4a/ENCFF941XXI.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/03/ba74aefe-7c82-4dd5-aa70-c58d728ace4a/ENCFF941XXI.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF643APU	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR377UPT	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000084	T-cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				3	3_1							/files/ENCFF403HNY/, /files/mm10_no_alt.chrom.sizes/	94548728	ENCODE Processing Pipeline	96bc535f1fded059433f3cb65163e4fa		https://www.encodeproject.org/files/ENCFF643APU/@@download/ENCFF643APU.bigWig	M21			released	s3://encode-public/2023/01/12/735dc1a1-ed3a-49de-ac32-e0193eeb7ead/ENCFF643APU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/735dc1a1-ed3a-49de-ac32-e0193eeb7ead/ENCFF643APU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
