File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF032CSL	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR954IGQ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000473	testis	tissue	Homo sapiens										H3K27ac-human	DNA						2019-08-01	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF782ZUX/, /files/ENCFF843ASB/, /files/ENCFF356LFX/	1481502	ENCODE Processing Pipeline	05ab914e9c9a5e405bba563c94553683		https://www.encodeproject.org/files/ENCFF032CSL/@@download/ENCFF032CSL.bed.gz				released	s3://encode-public/2020/09/21/705b09c9-1e42-4336-a918-5ad9772eb42f/ENCFF032CSL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/705b09c9-1e42-4336-a918-5ad9772eb42f/ENCFF032CSL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF396ZQL	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	hg19	ENCSR175BVD	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1, 1_2							/files/ENCFF035VNM/, /files/ENCFF001TDO/	224299	ENCODE Processing Pipeline	09ba17eca473a102ccdb1c633c5ed906		https://www.encodeproject.org/files/ENCFF396ZQL/@@download/ENCFF396ZQL.bed.gz				released	s3://encode-public/2017/08/11/5a247c80-544d-4023-a2f2-57086e0311d9/ENCFF396ZQL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/5a247c80-544d-4023-a2f2-57086e0311d9/ENCFF396ZQL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF211JPI	bigWig	bigWig		signal p-value	hg19	ENCSR175BVD	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1, 1_2							/files/ENCFF748JDC/, /files/ENCFF352KPP/	1994596632	ENCODE Processing Pipeline	cb40c85307bf3a8745cf813933c13175		https://www.encodeproject.org/files/ENCFF211JPI/@@download/ENCFF211JPI.bigWig				released	s3://encode-public/2017/08/11/38b5493c-22c3-4f31-a872-2a2f81ad9987/ENCFF211JPI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/38b5493c-22c3-4f31-a872-2a2f81ad9987/ENCFF211JPI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF548KGS	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated IDR thresholded peaks	hg19	ENCSR175BVD	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1, 1_2							/files/ENCFF396ZQL/	456305	ENCODE Processing Pipeline	5b92c20154773bca4851892b63fcd8c5		https://www.encodeproject.org/files/ENCFF548KGS/@@download/ENCFF548KGS.bigBed				released	s3://encode-public/2017/08/11/75001329-6f3e-4b91-898b-12a6567013d7/ENCFF548KGS.bigBed	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/75001329-6f3e-4b91-898b-12a6567013d7/ENCFF548KGS.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF979KYK	bigWig	bigWig		signal p-value	GRCh38	ENCSR175BVD	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1, 1_2							/files/ENCFF248GLG/, /files/ENCFF006EYT/	2116610771	ENCODE Processing Pipeline	9c46ea96754a83072a4fdceb38a6cc49		https://www.encodeproject.org/files/ENCFF979KYK/@@download/ENCFF979KYK.bigWig				released	s3://encode-public/2017/08/11/75941371-7602-48b3-964a-ec5c2719629a/ENCFF979KYK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/75941371-7602-48b3-964a-ec5c2719629a/ENCFF979KYK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF672HZG	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	GRCh38	ENCSR175BVD	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1, 1_2							/files/ENCFF419RSJ/, /files/ENCFF996AFD/	219620	ENCODE Processing Pipeline	78dc3ceaf805b47df868423ed903d6eb		https://www.encodeproject.org/files/ENCFF672HZG/@@download/ENCFF672HZG.bed.gz				released	s3://encode-public/2017/08/11/9e09b96b-0853-4c74-85ec-36a59b30df99/ENCFF672HZG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/9e09b96b-0853-4c74-85ec-36a59b30df99/ENCFF672HZG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF687RJC	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated IDR thresholded peaks	GRCh38	ENCSR175BVD	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1, 1_2							/files/ENCFF672HZG/	452787	ENCODE Processing Pipeline	d63b51512b833c75cfd46dbd3f558dce		https://www.encodeproject.org/files/ENCFF687RJC/@@download/ENCFF687RJC.bigBed				released	s3://encode-public/2017/08/11/9b18e965-b9a5-439e-b8f9-bafdc839d46d/ENCFF687RJC.bigBed	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/9b18e965-b9a5-439e-b8f9-bafdc839d46d/ENCFF687RJC.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF058ULB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR175BVD	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1, 1_2							/files/ENCFF698HVQ/	436103	ENCODE Processing Pipeline	07aefa2135c0b16faf03c0a5163b5776		https://www.encodeproject.org/files/ENCFF058ULB/@@download/ENCFF058ULB.bigBed				released	s3://encode-public/2021/02/04/a13c9e0f-e6c3-404a-bf1a-9b29ff80ddbc/ENCFF058ULB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/a13c9e0f-e6c3-404a-bf1a-9b29ff80ddbc/ENCFF058ULB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF871SEB	bigWig	bigWig		signal p-value	GRCh38	ENCSR175BVD	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1, 1_2							/files/ENCFF191MHW/, /files/ENCFF624LZG/	2051256732	ENCODE Processing Pipeline	001fcf903b0b25cd4ea2b65b89429c1a		https://www.encodeproject.org/files/ENCFF871SEB/@@download/ENCFF871SEB.bigWig				released	s3://encode-public/2021/02/04/f5a7c1f7-276a-4481-ab6c-90858b0f2f71/ENCFF871SEB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/f5a7c1f7-276a-4481-ab6c-90858b0f2f71/ENCFF871SEB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF698HVQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR175BVD	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF191MHW/, /files/ENCFF624LZG/	210754	ENCODE Processing Pipeline	2718069a1b39a31cc1c8cc865c3a39e5		https://www.encodeproject.org/files/ENCFF698HVQ/@@download/ENCFF698HVQ.bed.gz				released	s3://encode-public/2021/02/04/d97d9e38-c0d0-48fc-9cc3-19d5c3b69d46/ENCFF698HVQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/d97d9e38-c0d0-48fc-9cc3-19d5c3b69d46/ENCFF698HVQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF490CTJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR727HME	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										CTCF-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF356LFX/, /files/ENCFF019DFA/, /files/ENCFF550LMD/	1266	ENCODE Processing Pipeline	f53c6c023bf71a4604b7831fb9494381		https://www.encodeproject.org/files/ENCFF490CTJ/@@download/ENCFF490CTJ.bed.gz				released	s3://encode-public/2020/09/01/64621954-b1d8-4018-ae50-43a30121fca4/ENCFF490CTJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/64621954-b1d8-4018-ae50-43a30121fca4/ENCFF490CTJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF303VDR	bigWig	bigWig		signal p-value	GRCh38	ENCSR727HME	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										CTCF-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF019DFA/, /files/ENCFF550LMD/	1164270587	ENCODE Processing Pipeline	71642b70aed923250489126334bea08f		https://www.encodeproject.org/files/ENCFF303VDR/@@download/ENCFF303VDR.bigWig				released	s3://encode-public/2020/09/01/73259da5-5edf-4564-b30f-25d2030f00fc/ENCFF303VDR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/73259da5-5edf-4564-b30f-25d2030f00fc/ENCFF303VDR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF727CLQ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR727HME	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										CTCF-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF490CTJ/	16995	ENCODE Processing Pipeline	1f523c28881e784f0d375d3fd9397e94		https://www.encodeproject.org/files/ENCFF727CLQ/@@download/ENCFF727CLQ.bigBed				released	s3://encode-public/2020/09/01/8ab95919-b10e-4544-b530-3ab93059cd4d/ENCFF727CLQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/8ab95919-b10e-4544-b530-3ab93059cd4d/ENCFF727CLQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF318EJE	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR460YCS	total RNA-seq	/human-donors/ENCDO451RUA/	UBERON:0004264	lower leg skin	tissue	Homo sapiens											RNA	rRNA				reverse	2016-02-18	ENCODE		see document	>200	1	1_1							/files/ENCFF306WQW/, /files/GRCh38_EBV.chrom.sizes/	86350892	ENCODE Processing Pipeline	8ea528e70968e24aa560b17afc6f68eb		https://www.encodeproject.org/files/ENCFF318EJE/@@download/ENCFF318EJE.bigWig	V29			released	s3://encode-public/2020/07/14/0febe6a1-979f-4888-801d-7d6070b5eaee/ENCFF318EJE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/07/14/0febe6a1-979f-4888-801d-7d6070b5eaee/ENCFF318EJE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.0 GRCh38 V29	released			
ENCFF097TXJ	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR460YCS	total RNA-seq	/human-donors/ENCDO451RUA/	UBERON:0004264	lower leg skin	tissue	Homo sapiens											RNA	rRNA				reverse	2016-02-18	ENCODE		see document	>200	1	1_1							/files/ENCFF306WQW/, /files/GRCh38_EBV.chrom.sizes/	86240398	ENCODE Processing Pipeline	31db17043f44896b1bb560fd97e83799		https://www.encodeproject.org/files/ENCFF097TXJ/@@download/ENCFF097TXJ.bigWig	V29			released	s3://encode-public/2020/07/14/b5049ce1-e8c2-41c7-84d6-751aa74e3b44/ENCFF097TXJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/07/14/b5049ce1-e8c2-41c7-84d6-751aa74e3b44/ENCFF097TXJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.0 GRCh38 V29	released			
ENCFF766VIZ	tsv	tsv		gene quantifications	GRCh38	ENCSR460YCS	total RNA-seq	/human-donors/ENCDO451RUA/	UBERON:0004264	lower leg skin	tissue	Homo sapiens											RNA	rRNA				reverse	2016-02-18	ENCODE		see document	>200	1	1_1							/files/ENCFF142SKE/, /files/ENCFF285DRD/	10798452	ENCODE Processing Pipeline	c47c0d436bc35640306eb0d59a00961d		https://www.encodeproject.org/files/ENCFF766VIZ/@@download/ENCFF766VIZ.tsv	V29			released	s3://encode-public/2020/07/14/01f932c7-335b-4922-92c5-47acc579416d/ENCFF766VIZ.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/07/14/01f932c7-335b-4922-92c5-47acc579416d/ENCFF766VIZ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.0 GRCh38 V29	released			
ENCFF956ACC	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR757JTX	WGBS	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens											DNA						2018-01-18	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF924BQG/	695944034	ENCODE Processing Pipeline	e7f2a431567e97188d790ebb4d2f6f7e		https://www.encodeproject.org/files/ENCFF956ACC/@@download/ENCFF956ACC.bed.gz				released	s3://encode-public/2021/03/19/6b3b3b49-4cd0-42ba-a301-8004b9943180/ENCFF956ACC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/19/6b3b3b49-4cd0-42ba-a301-8004b9943180/ENCFF956ACC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.5 GRCh38	released			
ENCFF975KYR	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR757JTX	WGBS	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens											DNA						2018-01-18	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF924BQG/	2072704038	ENCODE Processing Pipeline	334e124ed258f79c98caf78b027c7098		https://www.encodeproject.org/files/ENCFF975KYR/@@download/ENCFF975KYR.bigWig				released	s3://encode-public/2021/03/19/5e918ebd-9dc3-4d8a-ae1c-5f98a4d04e41/ENCFF975KYR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/19/5e918ebd-9dc3-4d8a-ae1c-5f98a4d04e41/ENCFF975KYR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.5 GRCh38	released			
ENCFF142HUA	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR757JTX	WGBS	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens											DNA						2018-01-18	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF924BQG/	2086533702	ENCODE Processing Pipeline	cc55e33658e11d21972b82ed50cc8639		https://www.encodeproject.org/files/ENCFF142HUA/@@download/ENCFF142HUA.bigWig				released	s3://encode-public/2021/03/19/24a9da6a-92bb-48aa-a324-6cadefd816e1/ENCFF142HUA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/19/24a9da6a-92bb-48aa-a324-6cadefd816e1/ENCFF142HUA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.5 GRCh38	released			
ENCFF384XSJ	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR757JTX	WGBS	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens											DNA						2018-01-18	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF956ACC/	1253363588	ENCODE Processing Pipeline	d85d18990bc52561e1a6f9f15980dbec		https://www.encodeproject.org/files/ENCFF384XSJ/@@download/ENCFF384XSJ.bigBed				released	s3://encode-public/2021/03/19/be9e334e-d2c9-46de-9a2f-1957d74795f7/ENCFF384XSJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/19/be9e334e-d2c9-46de-9a2f-1957d74795f7/ENCFF384XSJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.5 GRCh38	released			
ENCFF639DVP	bigWig	bigWig		signal p-value	GRCh38	ENCSR729GXE	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1							/files/ENCFF630QOH/, /files/ENCFF140JFH/	1124123013	ENCODE Processing Pipeline	f48a05da85a5c335a2694f540882923d		https://www.encodeproject.org/files/ENCFF639DVP/@@download/ENCFF639DVP.bigWig				released	s3://encode-public/2020/08/13/cf6e430d-6d29-42be-a3ff-7bbfbf43e7e6/ENCFF639DVP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/13/cf6e430d-6d29-42be-a3ff-7bbfbf43e7e6/ENCFF639DVP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF376CIT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR729GXE	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1							/files/ENCFF140JFH/, /files/ENCFF630QOH/, /files/ENCFF356LFX/	92540	ENCODE Processing Pipeline	eecd4faefb2d538cd221dfd80154b85e		https://www.encodeproject.org/files/ENCFF376CIT/@@download/ENCFF376CIT.bed.gz				released	s3://encode-public/2020/08/13/07c75b85-216b-47d9-96f3-dfbb1eba0d0b/ENCFF376CIT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/13/07c75b85-216b-47d9-96f3-dfbb1eba0d0b/ENCFF376CIT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF870WCE	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR729GXE	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-14	ENCODE			450-650	1	1_1							/files/ENCFF376CIT/	197341	ENCODE Processing Pipeline	735aa0a478cbaf90505008542a15d8a7		https://www.encodeproject.org/files/ENCFF870WCE/@@download/ENCFF870WCE.bigBed				released	s3://encode-public/2020/08/13/63dd7475-10b2-4f81-a4ea-694193b8c4aa/ENCFF870WCE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/13/63dd7475-10b2-4f81-a4ea-694193b8c4aa/ENCFF870WCE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF721HYN	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR091IRL	Histone ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens										H3K9me3-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF865ORP/, /files/ENCFF125VUN/, /files/ENCFF921FHW/, /files/ENCFF356LFX/, /files/ENCFF425JOG/	2328683	ENCODE Processing Pipeline	9b3ae4cddd7570d0030a976625228de5		https://www.encodeproject.org/files/ENCFF721HYN/@@download/ENCFF721HYN.bed.gz				released	s3://encode-public/2020/09/24/8b5e2922-ecbe-43c1-b07d-8b7c80a0d589/ENCFF721HYN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/8b5e2922-ecbe-43c1-b07d-8b7c80a0d589/ENCFF721HYN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms		
ENCFF442LWF	bigWig	bigWig		signal p-value	GRCh38	ENCSR091IRL	Histone ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens										H3K9me3-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF125VUN/, /files/ENCFF921FHW/, /files/ENCFF865ORP/, /files/ENCFF425JOG/	1974845738	ENCODE Processing Pipeline	c41c6ff391889db6d69b32c305b2e5c3		https://www.encodeproject.org/files/ENCFF442LWF/@@download/ENCFF442LWF.bigWig				released	s3://encode-public/2020/09/24/f4cd68f8-24e4-40f9-b4b6-36e91979f8b2/ENCFF442LWF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/f4cd68f8-24e4-40f9-b4b6-36e91979f8b2/ENCFF442LWF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms		
ENCFF535DTB	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR091IRL	Histone ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens										H3K9me3-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF721HYN/	4913014	ENCODE Processing Pipeline	6ae18738ea94971493bea0ab90114ad6		https://www.encodeproject.org/files/ENCFF535DTB/@@download/ENCFF535DTB.bigBed				released	s3://encode-public/2020/09/24/4ba3c8a9-e942-4440-b6cc-b1bc4b98d27b/ENCFF535DTB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/4ba3c8a9-e942-4440-b6cc-b1bc4b98d27b/ENCFF535DTB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms		
ENCFF852GKK	tsv	tsv		gene quantifications	GRCh38	ENCSR321PGV	total RNA-seq	/human-donors/ENCDO845WKR/	UBERON:0004264	lower leg skin	tissue	Homo sapiens											RNA	rRNA				reverse	2016-02-18	ENCODE		see document	>200	1	1_1							/files/ENCFF285DRD/, /files/ENCFF740LEP/	10793638	ENCODE Processing Pipeline	d2c8be7e22751726bf9538afbc48ea22		https://www.encodeproject.org/files/ENCFF852GKK/@@download/ENCFF852GKK.tsv	V29			released	s3://encode-public/2020/07/14/a00c2091-3bd4-4764-9c91-a310878b894b/ENCFF852GKK.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/07/14/a00c2091-3bd4-4764-9c91-a310878b894b/ENCFF852GKK.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.0 GRCh38 V29	released			
